,setuptools,six,Degree,HIT,Closeness,Betweenness,PageRank,classification
3195,True,False,2,0.0006361666332286516,0.31059608157215596,2.4232058310411493e-05,0.00014924610406956271,baja
3196,False,False,2,1.3440006593783176e-08,0.16435241581003326,0.0005771999991320303,0.0002610939251248225,baja
3197,False,False,1,3.265272666052887e-10,0.14114198315990278,0.0,0.00015381038761271817,baja
3198,False,False,1,7.483678712008197e-07,0.2019400841213848,0.0,0.00011977114448367695,baja
3199,False,False,1,7.483678712008197e-07,0.2019400841213848,0.0,0.00011977114448367695,baja
3200,False,False,2,3.892478648397258e-07,0.21463188421645632,0.0007722081371733906,0.00020385591415469445,baja
3201,False,False,1,3.4099464897960383e-07,0.1926530241180322,0.0,0.00013228609523272168,baja
3202,True,False,2,0.0005576009891355863,0.31225177083966205,0.0055217886589203295,0.00018904903715144712,baja
3203,False,False,1,6.0404415434662e-06,0.21627050060409134,0.0,0.00010606500436098563,baja
3204,False,False,1,7.081695624466577e-07,0.20824310675183053,0.0,0.0001181888041478765,baja
3205,False,False,1,8.16020956741282e-07,0.22570549893243075,0.0,0.00012313982247025,baja
3206,False,False,2,1.1607958983141712e-06,0.22747334954606593,0.00022714126033031415,0.00019904558320986779,baja
3207,True,False,2,0.0005810862004488196,0.3100109974572461,4.647128250675516e-05,0.0001665333478656083,baja
3208,True,False,2,0.0005810862004488196,0.3100109974572461,4.647128250675516e-05,0.0001665333478656083,baja
3209,True,False,2,0.0005810862004488196,0.3100109974572461,4.647128250675516e-05,0.0001665333478656083,baja
3210,True,False,2,0.0005579519914678519,0.31261895971536674,0.0029483828120474157,0.00018339489980570556,baja
3211,False,False,1,1.0586486762634515e-06,0.2033421157715568,0.0,0.0001313877727705803,baja
3212,True,False,3,0.0005640433938999076,0.319585962608968,0.009521221368672925,0.0002560641484441021,baja
3213,True,False,1,0.0005572486880002166,0.3093173364050281,0.0,0.00010846183174259837,baja
3214,False,False,1,7.047914997610639e-06,0.22890466284629618,0.0,0.00011469636338412677,baja
3215,True,False,3,0.0005743921287868891,0.3109873661165643,0.0008869241482260978,0.00024188739573082656,baja
3216,True,False,1,0.0005572486880002166,0.3093173364050281,0.0,0.00010846183174259837,baja
3217,True,False,2,0.0005586295761035865,0.30937271503476677,0.00015897389186913423,0.00017488462054990453,baja
3218,False,False,1,2.8574890184270485e-06,0.20163375727265925,0.0,0.00011040139613550475,baja
3219,False,False,1,1.713314336928836e-07,0.18626725232582622,0.0,0.00014379541024369438,baja
3220,False,False,5,1.382117744252875e-05,0.2408867776994061,0.003608917790977802,0.00040800489131839925,baja
3221,True,False,1,0.0005572486880002166,0.3093173364050281,0.0,0.00010846183174259837,baja
3222,True,False,1,0.0005572486880002166,0.3093173364050281,0.0,0.00010846183174259837,baja
3223,True,False,1,0.0005572486880002166,0.3093173364050281,0.0,0.00010846183174259837,baja
3224,True,False,1,0.0005572486880002166,0.3093173364050281,0.0,0.00010846183174259837,baja
3225,True,False,3,0.0005650449708690281,0.3209214039978995,0.0037043480692182237,0.00025623541251999473,baja
3226,False,False,1,1.0964171111458027e-06,0.21811313345871755,0.0,0.00013228099926240966,baja
3227,False,False,1,2.3837512448603038e-05,0.2089607956740661,0.0,0.00010141847966821359,baja
3228,True,False,1,0.0005572486880002166,0.3093173364050281,0.0,0.00010846183174259837,baja
3229,True,False,1,0.0005572486880002166,0.3093173364050281,0.0,0.00010846183174259837,baja
3230,True,False,1,0.0005572486880002166,0.3093173364050281,0.0,0.00010846183174259837,baja
3231,False,False,1,8.16020956741282e-07,0.22570549893243075,0.0,0.00012313982247025,baja
3232,False,False,1,6.0404415434662e-06,0.21627050060409134,0.0,0.00010606500436098563,baja
